Group,SlideName,ResponseId,GroundTruth,ModelPrediction,Q_pred_1,Q_confidence_1,Q_pred_2,Q_confidence_2,Q_saliency,Q_region,Q_pred,background_1,background_2,feedback_1,feedback_2,feedback_3,feedback_4,Q1_isTruePred,Q2_isTruePred,AI_isTruePred,prediction_improvement,confidence_improvement
baseline,UnaffectedSlide229,R_G1HNqpbxvCSbWw3,Unaffected,Unaffected,Unaffected,0,Unaffected,1,,,2,5 to 10 years,Molecular diagnostic company,AI prediction was a strong support to my original prediction,Yes,"22q11DS,Kabuki syndrome,Williams syndrome","22q11DS: nasal bridge and tip, deeply set eyes; Angelman: none - the common wide mouth doesn't seem important for the AI tool; Kabuki: medial part of eyebrows denser than lateral aspect, impression of long palpebral fissures; Noonan: eye abnormalities (perhaps ptosis), widely spaced eyes; Williams: periorbital region, nasal bridge, perioral region.  ",1,1,1,0,1
baseline,UnaffectedSlide229,R_GSuWx8KD3Db0WuN,Unaffected,Unaffected,Angelman syndrome,-1,Unaffected,0,,,1,> 10 years,Academic medical or research center,Considered the AI prediction to some extent when I felt sure it was a syndrome rather than unaffected. ,No,,,0,1,1,1,1
baseline,UnaffectedSlide229,R_GeVZPQOmlFZUiPf,Unaffected,Unaffected,Unaffected,1,Unaffected,2,,,1,> 10 years,Academic medical or research center,The AI results mostly influenced me by decreasing or increasing my confidence in the a diagnosis. ,No,,,1,1,1,0,1
baseline,UnaffectedSlide229,R_GDvXuK5kFwnV61m,Unaffected,Unaffected,Unaffected,1,Unaffected,2,,,1,> 10 years,Community based hospital,I am not sure how much the AI predictions helped.  Just like Face2Gene I wasn't sure I trusted AI that much. Of course this is in vacuum without any clinical information.  In Af Am children AI might be more helpful as I think the typical phenotype can be different than expected and challenging. AI can be helpful in generating ideas but I woud hope we avoid an undue reliance in clinical practice,Yes,,tip of nose in 22q; not sure about AI in AS; eyebrows and long palpebral fissures in KS; downslant in NS: not sure in Williams; not sure in unaffected,1,1,1,0,1
baseline,UnaffectedSlide229,R_GlAmKocE6MD3PEx,Unaffected,Unaffected,Unaffected,0,Unaffected,0,,,0,> 10 years,Academic medical or research center,This tool is not helpful. Limiting to 5 conditions when there are many more genetic conditions. Typical WU will start with exome or microarray which will capture most of these and other conditions. ,Yes,,,1,1,1,0,0
baseline,UnaffectedSlide229,R_G7PyDZ0BlEmLH8x,Unaffected,Unaffected,22q11.2 deletion syndrome,1,22q11.2 deletion syndrome,0,,,1,> 10 years,Community based hospital,"I mostly use it if I have no clue what the child could have, or if I am thinking something but want confirmation",Yes,"Kabuki syndrome,Williams syndrome","the eyes in Kabuki, the eyes and nose in 22q11 deletion, the midfacial region in Williams. Possibly ptosis in Noonan. Nothing specific for me with Angelman or unaffected",0,0,1,0,-1
baseline,UnaffectedSlide229,R_GJKOcyc8yq08P50,Unaffected,Unaffected,Unaffected,1,Unaffected,2,,,1,5 to 10 years,Academic medical or research center,,Yes,"22q11DS,Kabuki syndrome,Noonan syndrome,Williams syndrome","Kabuki - eyes, Noonan - eyes, Williams - midface and lips, 22q11 deletion - nose",1,1,1,0,1
baseline,UnaffectedSlide229,R_GR4mpW0UMKqlxGX,Unaffected,Unaffected,Unaffected,1,Unaffected,2,,,0,> 10 years,Other,AI prediction was more useful in providing more confidence (reassurance) than completely changing mind (help to distinguish between differentials). I completely missed the saliency maps on my view. for the original questions - the utility of this depends on the particular patient (remainder of clinical history and other physical exam findings).,Yes,Noonan syndrome,"palpebral fissues for Noonan; glabella for Kabuki (would have thought PFs/eyelids would have been more pronounced); Williams is nose, but philtrum less represented than expected); Angelman not much (which makes sense as it tends to be more of a dynamic facial/disposition diagnosis)",1,1,1,0,1
baseline,UnaffectedSlide229,R_GcC8ggr3subQYbk,Unaffected,Unaffected,Unaffected,1,Unaffected,2,,,2,> 10 years,Academic medical or research center,Useful tool. Some cases I was still doubtful ,Yes,Williams syndrome,,1,1,1,0,1
baseline,UnaffectedSlide229,R_GCeGhEqIVvD2Vhn,Unaffected,Unaffected,Unaffected,1,Unaffected,2,,,2,1 to 5 years,Academic medical or research center,"When AI prediction aligned with my diagnosis, it was helpful. However, when it was not, I did not trust the AI prediction over mine.",No,,,1,1,1,0,1
baseline,UnaffectedSlide229,R_Gj3EBKgumiH0Y15,Unaffected,Unaffected,Unaffected,1,Unaffected,1,,,1,> 10 years,Community based hospital,"In the second version of the photo (when the AI prediction answer was provided), I changed my answer to the one that the prediction provided. However, there were a few I am less confident on the prediction's ability. I also think a nonsmiling face with the right angle is most appropriate for analysis, and many of these photos did not have that feature which could affect the analysis of the tool.",Yes,"22q11DS,Kabuki syndrome,Noonan syndrome,Williams syndrome","seems like Angelman syndrome should have more, but that condition is also tougher sometimes to diagnose based on facial features",1,1,1,0,0
baseline,UnaffectedSlide229,R_GeER9Nw4rYLkVmh,Unaffected,Unaffected,Unaffected,0,Unaffected,1,,,1,> 10 years,Academic medical or research center,"When I wasn't sure based on the photo alone, the AI prediction was helpful.",No,,,1,1,1,0,1
baseline,22q11DSSlide52,R_GLHdOFaW28scFGw,22q11.2 deletion syndrome,22q11.2 deletion syndrome,Unaffected,0,22q11.2 deletion syndrome,2,,,2,> 10 years,Academic medical or research center,AI overruled my clinical when there was a discrepancy.  This doens't reflect how we make diagnoses in clinic where we have much more information to take into account rather than just an image.,Yes,Williams syndrome,"nose, philtrum",0,1,1,1,2
baseline,22q11DSSlide52,R_GgzHvyzuFd0XRnu,22q11.2 deletion syndrome,22q11.2 deletion syndrome,Unaffected,1,22q11.2 deletion syndrome,1,,,1,> 10 years,Academic medical or research center,,Yes,22q11DS,,0,1,1,1,0
baseline,22q11DSSlide52,R_GVCPR1JBozpX0rI,22q11.2 deletion syndrome,22q11.2 deletion syndrome,Unaffected,1,Unaffected,1,,,-1,> 10 years,Academic medical or research center,"Main observation was that it was difficult to assess some cases with static and/or cropped images (missing ears, chins, etc.).",Yes,"Kabuki syndrome,Williams syndrome","eyes and eyebrows for Kabuki, eyes and nose for Williams",0,0,1,0,0
baseline,22q11DSSlide52,R_GrVqpm88KnVU4Q3,22q11.2 deletion syndrome,22q11.2 deletion syndrome,Unaffected,2,Unaffected,2,,,2,> 10 years,Community based hospital,,No,,eyes nose,0,0,1,0,0
baseline,22q11DSSlide52,R_G1HNqpbxvCSbWw3,22q11.2 deletion syndrome,22q11.2 deletion syndrome,22q11.2 deletion syndrome,0,22q11.2 deletion syndrome,2,,,2,5 to 10 years,Molecular diagnostic company,AI prediction was a strong support to my original prediction,Yes,"22q11DS,Kabuki syndrome,Williams syndrome","22q11DS: nasal bridge and tip, deeply set eyes; Angelman: none - the common wide mouth doesn't seem important for the AI tool; Kabuki: medial part of eyebrows denser than lateral aspect, impression of long palpebral fissures; Noonan: eye abnormalities (perhaps ptosis), widely spaced eyes; Williams: periorbital region, nasal bridge, perioral region.  ",1,1,1,0,2
baseline,22q11DSSlide52,R_GSuWx8KD3Db0WuN,22q11.2 deletion syndrome,22q11.2 deletion syndrome,22q11.2 deletion syndrome,0,22q11.2 deletion syndrome,0,,,1,> 10 years,Academic medical or research center,Considered the AI prediction to some extent when I felt sure it was a syndrome rather than unaffected. ,No,,,1,1,1,0,0
baseline,22q11DSSlide52,R_GeVZPQOmlFZUiPf,22q11.2 deletion syndrome,22q11.2 deletion syndrome,Unaffected,1,Unaffected,0,,,0,> 10 years,Academic medical or research center,The AI results mostly influenced me by decreasing or increasing my confidence in the a diagnosis. ,No,,,0,0,1,0,-1
baseline,22q11DSSlide52,R_GDvXuK5kFwnV61m,22q11.2 deletion syndrome,22q11.2 deletion syndrome,Unaffected,0,22q11.2 deletion syndrome,0,,,1,> 10 years,Community based hospital,I am not sure how much the AI predictions helped.  Just like Face2Gene I wasn't sure I trusted AI that much. Of course this is in vacuum without any clinical information.  In Af Am children AI might be more helpful as I think the typical phenotype can be different than expected and challenging. AI can be helpful in generating ideas but I woud hope we avoid an undue reliance in clinical practice,Yes,,tip of nose in 22q; not sure about AI in AS; eyebrows and long palpebral fissures in KS; downslant in NS: not sure in Williams; not sure in unaffected,0,1,1,1,0
baseline,22q11DSSlide52,R_GlAmKocE6MD3PEx,22q11.2 deletion syndrome,22q11.2 deletion syndrome,Unaffected,0,22q11.2 deletion syndrome,0,,,0,> 10 years,Academic medical or research center,This tool is not helpful. Limiting to 5 conditions when there are many more genetic conditions. Typical WU will start with exome or microarray which will capture most of these and other conditions. ,Yes,,,0,1,1,1,0
baseline,22q11DSSlide52,R_G7PyDZ0BlEmLH8x,22q11.2 deletion syndrome,22q11.2 deletion syndrome,Unaffected,0,22q11.2 deletion syndrome,1,,,1,> 10 years,Community based hospital,"I mostly use it if I have no clue what the child could have, or if I am thinking something but want confirmation",Yes,"Kabuki syndrome,Williams syndrome","the eyes in Kabuki, the eyes and nose in 22q11 deletion, the midfacial region in Williams. Possibly ptosis in Noonan. Nothing specific for me with Angelman or unaffected",0,1,1,1,1
baseline,22q11DSSlide52,R_GJKOcyc8yq08P50,22q11.2 deletion syndrome,22q11.2 deletion syndrome,22q11.2 deletion syndrome,1,22q11.2 deletion syndrome,1,,,1,5 to 10 years,Academic medical or research center,,Yes,"22q11DS,Kabuki syndrome,Noonan syndrome,Williams syndrome","Kabuki - eyes, Noonan - eyes, Williams - midface and lips, 22q11 deletion - nose",1,1,1,0,0
baseline,22q11DSSlide52,R_GR4mpW0UMKqlxGX,22q11.2 deletion syndrome,22q11.2 deletion syndrome,Unaffected,-1,Unaffected,-1,,,-2,> 10 years,Other,AI prediction was more useful in providing more confidence (reassurance) than completely changing mind (help to distinguish between differentials). I completely missed the saliency maps on my view. for the original questions - the utility of this depends on the particular patient (remainder of clinical history and other physical exam findings).,Yes,Noonan syndrome,"palpebral fissues for Noonan; glabella for Kabuki (would have thought PFs/eyelids would have been more pronounced); Williams is nose, but philtrum less represented than expected); Angelman not much (which makes sense as it tends to be more of a dynamic facial/disposition diagnosis)",0,0,1,0,0
baseline,22q11DSSlide52,R_GcC8ggr3subQYbk,22q11.2 deletion syndrome,22q11.2 deletion syndrome,Unaffected,0,22q11.2 deletion syndrome,1,,,1,> 10 years,Academic medical or research center,Useful tool. Some cases I was still doubtful ,Yes,Williams syndrome,,0,1,1,1,1
baseline,22q11DSSlide52,R_GCeGhEqIVvD2Vhn,22q11.2 deletion syndrome,22q11.2 deletion syndrome,22q11.2 deletion syndrome,1,22q11.2 deletion syndrome,2,,,2,1 to 5 years,Academic medical or research center,"When AI prediction aligned with my diagnosis, it was helpful. However, when it was not, I did not trust the AI prediction over mine.",No,,,1,1,1,0,1
baseline,22q11DSSlide52,R_Gj3EBKgumiH0Y15,22q11.2 deletion syndrome,22q11.2 deletion syndrome,Unaffected,0,22q11.2 deletion syndrome,0,,,1,> 10 years,Community based hospital,"In the second version of the photo (when the AI prediction answer was provided), I changed my answer to the one that the prediction provided. However, there were a few I am less confident on the prediction's ability. I also think a nonsmiling face with the right angle is most appropriate for analysis, and many of these photos did not have that feature which could affect the analysis of the tool.",Yes,"22q11DS,Kabuki syndrome,Noonan syndrome,Williams syndrome","seems like Angelman syndrome should have more, but that condition is also tougher sometimes to diagnose based on facial features",0,1,1,1,0
baseline,22q11DSSlide52,R_GeER9Nw4rYLkVmh,22q11.2 deletion syndrome,22q11.2 deletion syndrome,Kabuki syndrome,0,22q11.2 deletion syndrome,0,,,1,> 10 years,Academic medical or research center,"When I wasn't sure based on the photo alone, the AI prediction was helpful.",No,,,0,1,1,1,0
baseline,KSSlide134,R_GLHdOFaW28scFGw,Kabuki syndrome,22q11.2 deletion syndrome,Kabuki syndrome,1,22q11.2 deletion syndrome,2,,,2,> 10 years,Academic medical or research center,AI overruled my clinical when there was a discrepancy.  This doens't reflect how we make diagnoses in clinic where we have much more information to take into account rather than just an image.,Yes,Williams syndrome,"nose, philtrum",1,0,0,-1,1
baseline,KSSlide134,R_GgzHvyzuFd0XRnu,Kabuki syndrome,22q11.2 deletion syndrome,22q11.2 deletion syndrome,1,22q11.2 deletion syndrome,2,,,1,> 10 years,Academic medical or research center,,Yes,22q11DS,,0,0,0,0,1
baseline,KSSlide134,R_GVCPR1JBozpX0rI,Kabuki syndrome,22q11.2 deletion syndrome,22q11.2 deletion syndrome,1,22q11.2 deletion syndrome,1,,,1,> 10 years,Academic medical or research center,"Main observation was that it was difficult to assess some cases with static and/or cropped images (missing ears, chins, etc.).",Yes,"Kabuki syndrome,Williams syndrome","eyes and eyebrows for Kabuki, eyes and nose for Williams",0,0,0,0,0
baseline,KSSlide134,R_GrVqpm88KnVU4Q3,Kabuki syndrome,22q11.2 deletion syndrome,22q11.2 deletion syndrome,2,22q11.2 deletion syndrome,2,,,2,> 10 years,Community based hospital,,No,,eyes nose,0,0,0,0,0
baseline,KSSlide134,R_G1HNqpbxvCSbWw3,Kabuki syndrome,22q11.2 deletion syndrome,22q11.2 deletion syndrome,0,22q11.2 deletion syndrome,2,,,1,5 to 10 years,Molecular diagnostic company,AI prediction was a strong support to my original prediction,Yes,"22q11DS,Kabuki syndrome,Williams syndrome","22q11DS: nasal bridge and tip, deeply set eyes; Angelman: none - the common wide mouth doesn't seem important for the AI tool; Kabuki: medial part of eyebrows denser than lateral aspect, impression of long palpebral fissures; Noonan: eye abnormalities (perhaps ptosis), widely spaced eyes; Williams: periorbital region, nasal bridge, perioral region.  ",0,0,0,0,2
baseline,KSSlide134,R_GSuWx8KD3Db0WuN,Kabuki syndrome,22q11.2 deletion syndrome,22q11.2 deletion syndrome,1,22q11.2 deletion syndrome,2,,,0,> 10 years,Academic medical or research center,Considered the AI prediction to some extent when I felt sure it was a syndrome rather than unaffected. ,No,,,0,0,0,0,1
baseline,KSSlide134,R_GeVZPQOmlFZUiPf,Kabuki syndrome,22q11.2 deletion syndrome,Noonan syndrome,1,22q11.2 deletion syndrome,1,,,1,> 10 years,Academic medical or research center,The AI results mostly influenced me by decreasing or increasing my confidence in the a diagnosis. ,No,,,0,0,0,0,0
baseline,KSSlide134,R_GDvXuK5kFwnV61m,Kabuki syndrome,22q11.2 deletion syndrome,22q11.2 deletion syndrome,2,22q11.2 deletion syndrome,2,,,2,> 10 years,Community based hospital,I am not sure how much the AI predictions helped.  Just like Face2Gene I wasn't sure I trusted AI that much. Of course this is in vacuum without any clinical information.  In Af Am children AI might be more helpful as I think the typical phenotype can be different than expected and challenging. AI can be helpful in generating ideas but I woud hope we avoid an undue reliance in clinical practice,Yes,,tip of nose in 22q; not sure about AI in AS; eyebrows and long palpebral fissures in KS; downslant in NS: not sure in Williams; not sure in unaffected,0,0,0,0,0
baseline,KSSlide134,R_GlAmKocE6MD3PEx,Kabuki syndrome,22q11.2 deletion syndrome,Kabuki syndrome,0,Kabuki syndrome,1,,,1,> 10 years,Academic medical or research center,This tool is not helpful. Limiting to 5 conditions when there are many more genetic conditions. Typical WU will start with exome or microarray which will capture most of these and other conditions. ,Yes,,,1,1,0,0,1
